"word","n"
"норм",6
"нубіп",6
"обл",6
"омщирбул",6
"оновлен",6
"оон",6
"опанув",6
"осіб",6
"оцінил",6
"очікуван",6
"партнерств",6
"перебув",6
"планет",6
"площин",6
"пнм",6
"побажанн",6
"повніст",6
"повітрян",6
"подопригор",6
"поділ",6
"позиц",6
"познайомил",6
"покликан",6
"поколінн",6
"покращенн",6
"пон",6
"поток",6
"почал",6
"почутт",6
"поєднанн",6
"поїздк",6
"прийнял",6
"приміщенн",6
"присудженн",6
"прихован",6
"приходьк",6
"продовженн",6
"продуктивн",6
"пропон",6
"пропонув",6
"прост",6
"просуванн",6
"проц",6
"публікаці",6
"підвел",6
"підписан",6
"підтрим",6
"реєстрац",6
"ризик",6
"розташован",6
"розширит",6
"росі",6
"рідин",6
"рідн",6
"річн",6
"рішен",6
"світогляд",6
"селищ",6
"системн",6
"скласт",6
"специфік",6
"сприят",6
"старост",6
"створю",6
"стереотип",6
"стил",6
"стрілк",6
"студенток",6
"студкуратор",6
"стійкост",6
"стін",6
"сурін",6
"сцен",6
"сірябец",6
"таймменеджмент",6
"терещенк",6
"торт",6
"тренд",6
"тренер",6
"тривалост",6
"уад",6
"укрупненн",6
"ухвалил",6
"уявленн",6
"флор",6
"функціон",6
"філологі",6
"фінанс",6
"харк",6
"цивільн",6
"цікавил",6
"ча",6
"чек",6
"чергов",6
"чернівецьк",6
"четверт",6
"шахрайств",6
"шитт",6
"юріївн",6
"ян",6
"ярмарок",6
"єгор",6
"єдност",6
"єктс",6
"івсальник",6
"інформатичн",6
"історик",6
"cm",5
"digital",5
"education",5
"ev",5
"httpstmekroprobots",5
"iі",5
"mriya",5
"python",5
"qrкод",5
"абрамов",5
"абсолютн",5
"ав",5
"академіє",5
"алгебраїчн",5
"алєксеєвец",5
"аналогічн",5
"аналізув",5
"аналітик",5
"анатолійович",5
"андрійович",5
"анкетуванн",5
"атестац",5
"бажан",5
"бажают",5
"берут",5
"бондаренк",5
"біл",5
"ведуч",5
"величезн",5
"величк",5
"вершин",5
"взаємод",5
"вибухонебезпечн",5
"виготовил",5
"видатн",5
"виконавц",5
"виконуют",5
"використовуюч",5
"випускнице",5
"виробленн",5
"вирішил",5
"висвітленн",5
"висловлюют",5
"водночас",5
"вологост",5
"ворог",5
"вправ",5
"враховув",5
"враховуюч",5
"вручил",5
"всесвіт",5
"вшанув",5
"вячеславович",5
"відбувал",5
"відеоматеріал",5
"відзначаєт",5
"відзначенн",5
"відповідают",5
"відповідніст",5
"відчул",5
"гербар",5
"гербарн",5
"глобальн",5
"глушк",5
"гогол",5
"готовност",5
"готув",5
"гри",5
"гідност",5
"гіпотез",5
"двом",5
"двошаров",5
"декор",5
"демографічн",5
"дзз",5
"дзппто",5
"дидактик",5
"дизайнер",5
"диктант",5
"динамічн",5
"директорат",5
"дискусійн",5
"дню",5
"довел",5
"додатков",5
"дозвілл",5
"долинськ",5
"донец",5
"драйв",5
"дійств",5
"екватор",5
"екологі",5
"екран",5
"експериментальн",5
"експонат",5
"елементарн",5
"еліт",5
"жіноч",5
"забезпечуют",5
"заверш",5
"загадк",5
"задав",5
"заздалегід",5
"залевськ",5
"занурил",5
"записк",5
"запорук",5
"започаткован",5
"заслугов",5
"здійсню",5
"зможут",5
"зміг",5
"змінил",5
"змінюєт",5
"зміцненн",5
"зон",5
"зпоміж",5
"зразк",5
"зрост",5
"зустр",5
"зібрал",5
"капітан",5
"карєр",5
"квіт",5
"кла",5
"клаптиков",5
"компаніє",5
"компетенц",5
"комфортн",5
"конкур",5
"конструюванн",5
"контент",5
"контрол",5
"концептуальн",5
"координаційн",5
"корабл",5
"корик",5
"користувач",5
"космос",5
"коіпп",5
"криворізьк",5
"крут",5
"кульк",5
"кураторськ",5
"локальн",5
"ліс",5
"літ",5
"майдан",5
"майданчик",5
"майстерност",5
"метеор",5
"метеорн",5
"механізован",5
"мистецьк",5
"мобільност",5
"мовн",5
"молодіжн",5
"мультимедійн",5
"мультипредметн",5
"набув",5
"набул",5
"набутт",5
"нагальн",5
"надих",5
"надісл",5
"називают",5
"наостанок",5
"наполеглив",5
"наснаг",5
"наставник",5
"науководослідницьк",5
"наукометричн",5
"нвмироненк",5
"негативн",5
"недолік",5
"непрост",5
"нм",5
"ноутбук",5
"нудн",5
"ніжинськ",5
"німеччин",5
"обговорит",5
"обертанн",5
"обир",5
"обовязк",5
"обчисленн",5
"оголошенн",5
"однодумц",5
"омельченк",5
"опановув",5
"опис",5
"організаціє",5
"орієнтуванн",5
"освоєнн",5
"оснащен",5
"охоплю",5
"панувал",5
"паралельн",5
"патріотичн",5
"переведенн",5
"перейшл",5
"персонал",5
"перспект",5
"петрович",5
"пис",5
"площ",5
"пнб",5
"побудован",5
"повинен",5
"повномасштабн",5
"подорож",5
"подякув",5
"подібн",5
"поділит",5
"познайомит",5
"польот",5
"політехнічн",5
"політичн",5
"помічнянськ",5
"понеділок",5
"порушенн",5
"поставит",5
"потік",5
"пошт",5
"пояснил",5
"представит",5
"прибул",5
"пригод",5
"придатност",5
"прийн",5
"прийнят",5
"припад",5
"продемонструва",5
"продовжуют",5
"прям",5
"психологопедагогічн",5
"пто",5
"пят",5
"підкреслил",5
"підписанн",5
"підприємництв",5
"реалі",5
"реалізув",5
"ретельн",5
"реформ",5
"робототехніц",5
"роботпавук",5
"розвяз",5
"розглядают",5
"розклад",5
"розкритт",5
"руслан",5
"рябченк",5
"рівненськ",5
"сатир",5
"святкуванн",5
"світлов",5
"серпн",5
"систематичн",5
"соборност",5
"соціальноекономічн",5
"сошлянчак",5
"спостереженн",5
"спри",5
"спричинил",5
"сприял",5
"спрямованіст",5
"ставленн",5
"стают",5
"сторінк",5
"стіл",5
"супровод",5
"супроводжув",5
"сірик",5
"таблиц",5
"твлп",5
"тез",5
"текст",5
"територ",5
"тех",5
"тимкович",5
"точок",5
"трансформац",5
"турнір",5
"тіл",5
"тісн",5
"угадуванн",5
"узагальненн",5
"усвідомленн",5
"файл",5
"фемінітив",5
"фм",5
"форостовськ",5
"форум",5
"фрукт",5
"фурсиков",5
"фінальн",5
"харчуванн",5
"хоч",5
"хочет",5
"художник",5
"царенк",5
"цілісн",5
"чемпіонат",5
"черненк",5
"чит",5
"членкореспондент",5
"швидш",5
"шершен",5
"юрійович",5
"ярмарк",5
"єв",5
"іванофранківськ",5
"ігр",5
